date,65807
2015-08-01,103900.0
2015-09-01,104100.0
2015-10-01,104600.0
2015-11-01,105200.0
2015-12-01,106100.0
2016-01-01,107000.0
2016-02-01,107600.0
2016-03-01,107800.0
2016-04-01,108000.0
2016-05-01,108600.0
2016-06-01,109300.0
2016-07-01,110000.0
2016-08-01,110300.0
2016-09-01,110200.0
2016-10-01,110200.0
2016-11-01,111000.0
2016-12-01,111700.0
2017-01-01,112000.0
2017-02-01,112300.0
2017-03-01,113400.0
2017-04-01,114800.0
2017-05-01,115600.0
2017-06-01,115800.0
2017-07-01,116500.0
2017-08-01,117400.0
2017-09-01,118100.0
2017-10-01,118700.0
2017-11-01,119400.0
2017-12-01,119900.0
2018-01-01,120500.0
2018-02-01,121400.0
2018-03-01,122800.0
2018-04-01,123800.0
